taxon_name,tipo,source_information
Trachemys scripta scripta,"['Exótica', 'Introduced']",['Exocat ']
Trachemys scripta troosti,['Exótica'],['Exocat ']
Tracheophyta,['Introduced'],[]
Trachycarpus fortunei,"['Exótica', 'Introduced']",['Exocat ']
Trachyopella (Trachyopella) straminea,['Exótica'],['Exocat ']
Tradescantia fluminensis,"['Exótica', 'Introduced']",['Exocat ']
Tradescantia pallida,['Exótica'],['Exocat ']
Tradescantia sillamontana,['Exótica'],['Exocat ']
Tradescantia zebrina,['Exótica'],['Exocat ']
Tragopogon porrifolius subsp. eriospermus,['Exótica'],['Exocat ']
Triadica sebifera,['Introduced'],[]
Trialeurodes vaporariorum,['Exótica'],['Exocat ']
Tribolium (Stene) confusum,['Exótica'],['Exocat ']
Tribolium (Tribolium) castanaeum,['Exótica'],['Exocat ']
Tribulus terrestris,['Exótica'],['Exocat ']
Trichloris crinita,['Exótica'],['Exocat ']
Trichocereus macrogonus,['Exótica'],['Exocat ']
Trichocereus taquimbalensis,['Exótica'],['Exocat ']
Trichoglossus haematodus,['Exótica'],['Exocat ']
Trichopoda pennipes,['Exótica'],['Exocat ']
Tricyrtis hirta,['Exótica'],['Exocat ']
Trifolium alexandrinum,['Exótica'],['Exocat ']
Trifolium incarnatum subsp. incarnatum,['Exótica'],['Exocat ']
Trifolium resupinatum,['Exótica'],['Exocat ']
Trifolium vesiculosum,['Exótica'],['Exocat ']
Trigonella foenum-graecum,['Exótica'],['Exocat ']
Trigonella procumbens,['Exótica'],['Exocat ']
Tringa cinerea,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Tringa glareola,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Tringa hypoleucos,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Tringa ochropus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Tringa stagnatilis,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Trionyx triunguis,['En Peligro'],['Anexo II Conveni Barcelona']
Triops longicaudatus,['Introduced'],[]
Tristagma uniflorum,['Exótica'],['Exocat ']
Triticum aestivum,['Exótica'],['Exocat ']
Triticum durum,['Exótica'],['Exocat ']
Triticum turgidum,['Exótica'],['Exocat ']
Triturus anatolicus,['Exótica'],['Exocat ']
Triturus cristatus,['Exótica'],['Exocat ']
Triturus marmoratus,['Exótica'],['Exocat ']
Troglodytes troglodytes,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Tropaeolum majus,"['Exótica', 'Introduced']",['Exocat ']
Trypoxylon petiolatum,['Exótica'],['Exocat ']
Tulipa,['Introduced'],[]
Tulipa clusiana,['Exótica'],['Exocat ']
Tulipa fosteriana,['Exótica'],['Exocat ']
Tulipa gesneriana,['Exótica'],['Exocat ']
Turdus hortulorum,['Exótica'],['Exocat ']
Turdus torquatus,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Turnix sylvatica,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Tursiops truncatus,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Tuta absoluta,['Exótica'],['Exocat ']
Typha laxmannii,['Exótica'],['Exocat ']
Typhaea stercorea,['Exótica'],['Exocat ']
Ulex europaeus,['Exótica'],['Exocat ']
Ulmus laevis,['Exótica'],['Exocat ']
Ulmus pumila,"['Exótica', 'Introduced']",['Exocat ']
Ulmus sieboldii,['Introduced'],[]
Umbrina cirrosa,['Explotación reglamentada'],['Anexo III Conveni Barcelona']
Unaspis yanonensis,['Exótica'],['Exocat ']
Undaria pinnatifida,['Introduced'],[]
Upopa epops,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Uraeginthus bengalus,['Exótica'],['Exocat ']
Ursinia nana subsp. nana,['Exótica'],['Exocat ']
Vaccaria hispanica,['Exótica'],['Exocat ']
Vachellia caven,['Exótica'],['Exocat ']
Valencia hispanica,['En Peligro'],['Anexo II Conveni Barcelona']
Valencia letourneuxi,['En Peligro'],['Anexo II Conveni Barcelona']
Vallisneria spiralis,"['Exótica', 'Introduced']",['Exocat ']
Vanellus armatus,['Exótica'],['Exocat ']
Varanus exanthematicus,"['Exótica', 'Introduced']",['Exocat ']
Varanus juxtindicus,['Exótica'],['Exocat ']
Varanus niloticus,['Exótica'],['Exocat ']
Varanus salvator,['Exótica'],['Exocat ']
Varroa destructor,['Exótica'],['Exocat ']
Verbena bonariensis,['Exótica'],['Exocat ']
Verbena brasiliensis,['Exótica'],['Exocat ']
Verbena incompta,['Exótica'],['Exocat ']
Verbena litoralis,['Exótica'],['Exocat ']
Veronica filiformis,['Exótica'],['Exocat ']
Veronica longifolia,['Exótica'],['Exocat ']
Veronica peregrina subsp. peregrina,['Exótica'],['Exocat ']
Veronica persica,"['Exótica', 'Introduced']",['Exocat ']
Veronica triphyllos,['Exótica'],['Exocat ']
Vespa orientalis,"['Exótica', 'Introduced']",['Exocat ']
Vespa velutina,"['Exótica', 'Introduced']",['Exocat ']
Viburnum odoratissimum,['Exótica'],['Exocat ']
Viburnum rhytidophylloides,['Exótica'],['Exocat ']
Viburnum tinus,['Introduced'],[]
Vicia articulata,['Exótica'],['Exocat ']
Vicia ervilia,['Exótica'],['Exocat ']
Vicia faba,['Exótica'],['Exocat ']
Vicia melanops,['Exótica'],['Exocat ']
Vicia narbonensis,['Exótica'],['Exocat ']
Vicia pannonica subsp. pannonica,['Exótica'],['Exocat ']
Vicia pannonica subsp. striata,['Exótica'],['Exocat ']
Vicia sativa subsp. macrocarpa,['Exótica'],['Exocat ']
Vicia sativa subsp. sativa,['Exótica'],['Exocat ']
Vicia serratifolia,['Exótica'],['Exocat ']
Vicia villosa,['Introduced'],[]
Vicia villosa subsp. varia,['Exótica'],['Exocat ']
Vidua chalybeata,['Exótica'],['Exocat ']
Vidua macroura,['Exótica'],['Exocat ']
Vidua paradisaea,['Exótica'],['Exocat ']
Viola arvensis,['Exótica'],['Exocat ']
Viola tricolor,['Exótica'],['Exocat ']
Viola wittrockiana,['Exótica'],['Exocat ']
Viteus vitifoliae,['Exótica'],['Exocat ']
Vitis acerifolia  Vitis riparia,['Exótica'],['Exocat ']
Vitis bacoi,['Exótica'],['Exocat ']
Vitis berlandieri  Vitis vinifera,['Exótica'],['Exocat ']
Vitis goliath,['Exótica'],['Exocat ']
Vitis instabilis,['Exótica'],['Exocat ']
Vitis koberi,['Exótica'],['Exocat ']
Vitis labrusca,['Exótica'],['Exocat ']
Vitis riparia,['Exótica'],['Exocat ']
Vitis ruggerii,['Exótica'],['Exocat ']
Vitis rupestris,['Exótica'],['Exocat ']
Vitis vinifera,['Exótica'],['Exocat ']
Volutaria tubuliflora,['Exótica'],['Exocat ']
Vormela peregusna,['Estrictamente Protegida'],['Anexo II convenio de Berna']
Washingtonia filifera,['Exótica'],['Exocat ']
Wasmannia auropunctata,['Introduced'],[]
Watsonia borbonica,['Exótica'],['Exocat ']
Westringia fruticosa,['Exótica'],['Exocat ']
Wigandia caracasana,['Exótica'],['Exocat ']
Wisteria,['Introduced'],[]
Wisteria sinensis,"['Exótica', 'Introduced']",['Exocat ']
Womersleyella setacea,"['Exótica', 'Introduced']",['Exocat ']
Xanthium echinatum italicum,['Introduced'],[]
Xanthium orientale,['Exótica'],['Exocat ']
Xanthium orientale subsp. italicum,['Exótica'],['Exocat ']
Xanthium spinosum,"['Exótica', 'Introduced']",['Exocat ']
Xanthium strumarium,['Exótica'],['Exocat ']
Xenopus laevis,"['Exótica', 'Introduced']",['Exocat ']
Xeranthemum annuum,['Exótica'],['Exocat ']
Xerolenta obvia,['Exótica'],['Exocat ']
Xiphias gladius,['Protegida'],[]
Xiphophorus maculatus,['Exótica'],['Exocat ']
Xylotrechus chinensis,['Exótica'],['Exocat ']
Youngia japonica,['Exótica'],['Exocat ']
Yucca,['Introduced'],[]
Yucca aloifolia,['Exótica'],['Exocat ']
Yucca gigantea,['Exótica'],['Exocat ']
Yucca gloriosa,"['Exótica', 'Introduced']",['Exocat ']
Yucca recurvifolia,['Exótica'],['Exocat ']
Yucca sp.,['Exótica'],['Exocat ']
Zantedeschia aethiopica,"['Exótica', 'Introduced']",['Exocat ']
Zea mays,['Exótica'],['Exocat ']
Zelus renardii,"['Exótica', 'Introduced']",['Exocat ']
Zenaida macroura,['Exótica'],['Exocat ']
Zephyranthes candida,['Exótica'],['Exocat ']
Ziphius cavirostris,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Ziziphus jujuba,['Exótica'],['Exocat ']
Ziziphus mauritiana,['Introduced'],[]
Zonaria pyrum,"['En Peligro', 'Estrictamente Protegida']","['Anexo II convenio de Berna', 'Anexo II Conveni Barcelona']"
Zonitoides arboreus,['Exótica'],['Exocat ']
Zostera marina,['En Peligro'],['Anexo II Conveni Barcelona']
Zostera noltii,['En Peligro'],['Anexo II Conveni Barcelona']
Zygophyllum fabago,['Exótica'],['Exocat ']
Oryctolagus cuniculus,['Monitoreo por impacto positivo'],[]
Felis catus,['Monitoreo por impacto negativo'][]
Rattus rattus,['Monitoreo por impacto negativo'][]
Rattus norvegicus,['Monitoreo por impacto negativo'][]
