Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,ObjectId,PLATJA,ID1,LOC,Sectors,nombre_place,id_place
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2680,Bogatell,BC,25,BC25,Barcelona - Zona Nort BC25,665
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2681,Bogatell,BC,26,BC26,Barcelona - Zona Nort BC26,650
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2682,Bogatell,BC,27,BC27,Barcelona - Zona Nort BC27,651
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2683,Bogatell,BC,28,BC28,Barcelona - Zona Nort BC28,652
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2684,Mar Bella,BC,29,BC29,Barcelona - Zona Nort BC29,653
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2685,Mar Bella,BC,30,BC30,Barcelona - Zona Nort BC30,654
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2686,Mar Bella,BC,31,BC31,Barcelona - Zona Nort BC31,655
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2687,Mar Bella,BC,32,BC32,Barcelona - Zona Nort BC32,656
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2688,Mar Bella,BC,33,BC33,Barcelona - Zona Nort BC33,657
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2689,Mar Bella,BC,34,BC34,Barcelona - Zona Nort BC34,658
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2690,Nova Mar Bella,BC,35,BC35,Barcelona - Zona Nort BC35,659
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2691,Nova Mar Bella,BC,36,BC36,Barcelona - Zona Nort BC36,660
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2692,Nova Mar Bella,BC,37,BC37,Barcelona - Zona Nort BC37,661
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2693,Nova Mar Bella,BC,38,BC38,Barcelona - Zona Nort BC38,662
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2694,Llevant,BC,39,BC39,Barcelona - Zona Nort BC39,663
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2695,Llevant,BC,40,BC40,Barcelona - Zona Nort BC40,664
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2696,Llevant,BC,41,BC41,Barcelona - Zona Nort BC41,666
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2697,Llevant,BC,42,BC42,Barcelona - Zona Nort BC42,667
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2698,Llevant,BC,44,BC44,Barcelona - Zona Nort BC44,669
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2764,Nova Icària,BC,23,BC23,Barcelona - Zona Nort BC23,648
Barcelona - Zona Nort,,,,,,-1,0,-1,,,2765,Llevant,BC,43,BC43,Barcelona - Zona Nort BC43,668
Viladecans,,,,,,-1,0,-1,,,2616,Platja de l\'Estany,GV,24,GV24,Gavà GV24,508
Castelldefels,,,,,,-1,0,-1,,,2584,Platja de Gavà,GV,1,GV01,Gavà GV01,460
Sant Adrià del Besós,,,,,,-1,0,-1,,,2709,Mora,BD,1,BD01,Badalona BD01,454
